"Vintage","Offset Credit Serial Numbers","Quantity of Offset Credits","Status Effective","Project ID","Project Name","Project Type","Protocol Version","Project Site Location","Project Site State","Project Site Country","Additional Certification(s)","CORSIA Eligible","Account Holder","Retirement Reason","Retirement Reason Details",
"2019","CAR-1-US-498-4-266-GA-2019-5931-23716 to 30000","6285","02/18/2021","CAR498","Wolf Creek Landfill","Landfill Gas Capture/Combustion","Version 3.0","Twiggs County, Dry Branch","GEORGIA","US","","No","United Parcel Service","Retirement for Person or Organization","Q4 CCN",
"2019","CAR-1-US-498-4-266-GA-2019-5931-1 to 23715","23715","03/26/2020","CAR498","Wolf Creek Landfill","Landfill Gas Capture/Combustion","Version 3.0","Twiggs County, Dry Branch","GEORGIA","US","","No","United Parcel Service","Retirement for Person or Organization","",
"2018","CAR-1-US-807-4-592-TN-2018-6099-1 to 21075","21075","11/25/2020","CAR807","Alcoa Landfill Gas Destruction Project","Landfill Gas Capture/Combustion","Version 3.0","Blount County; Friendsville","TENNESSEE","US","","No","Alcoa Gas Producers, LLC","On Behalf of Third Party","Retirement at Counter-Party Request",
"2018","CAR-1-US-888-4-666-TX-2018-5862-1 to 15691","15691","01/29/2020","CAR888","Angelina County Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lufkin","TEXAS","US","","No","Element Markets Emissions, LLC","On Behalf of Third Party","",
"2018","CAR-1-US-888-4-666-TX-2018-5607-1 to 15809","15809","01/07/2019","CAR888","Angelina County Landfill","Landfill Gas Capture/Combustion","Version 3.0","Lufkin","TEXAS","US","","No","Element Markets Emissions, LLC","On Behalf of Third Party","",
"2018","CAR-1-US-575-25-152-CA-2018-6047-732 to 756","25","09/23/2020","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","City of Arcata","Environmental Benefit","On behalf of the Redwood Coast Energy Authority (RCEA)",
"2018","CAR-1-US-575-25-152-CA-2018-6047-1 to 531","531","02/02/2021","CAR575","Arcata Sunnybrae Tract","Improved Forest Management","Version 3.1","Humboldt County","CALIFORNIA","US","","No","Natural Capital Partners","On Behalf of Third Party","",
"2018","CAR-1-US-790-4-580-TN-2018-5901-1 to 85883","85883","03/16/2020","CAR790","Bi-County Landfill Gas Destruction Project","Landfill Gas Capture/Combustion","Version 3.0","Montgomery County; Woodlawn","TENNESSEE","US","","No","NativeEnergy, a Public Benefit Corporation","On Behalf of Third Party","Retired on behalf of third party",
"2018","CAR-1-US-497-26-485-NC-2018-5790-1 to 4600","4600","07/23/2019","CAR497","Blue Source - Alligator River Avoided Conversion","Avoided Conversion","Version 3.1","Hyde County","NORTH CAROLINA","US","","No","Schneider Electric","Environmental Benefit","retirement on behalf of Santa Fe Natural Tobacco",
"2018","CAR-1-US-497-26-485-NC-2018-5790-4601 to 9470","4870","10/16/2019","CAR497","Blue Source - Alligator River Avoided Conversion","Avoided Conversion","Version 3.1","Hyde County","NORTH CAROLINA","US","","No","Mattamuskeet Ventures I,  LLC","On Behalf of Third Party","Retired on behalf of Interface, Inc. 2019 Carbon Neutral Floors Program",
"2018","CAR-1-US-683-25-509-SC-2018-5651-1 to 1981","1981","12/26/2018","CAR683","Blue Source - Francis Beidler Improved Forest Management Project","Improved Forest Management","Version 3.1","Berkeley, Dorchester and Orangeburg Counties","SOUTH CAROLINA","US","","No","National Audubon Society, Inc.","On Behalf of Third Party","Retired on behalf of Interface, Inc. 2018 Carbon Neutral Floors Program",
"2018","CAR-1-US-683-25-509-SC-2018-5651-1982 to 6020","4039","12/23/2019","CAR683","Blue Source - Francis Beidler Improved Forest Management Project","Improved Forest Management","Version 3.1","Berkeley, Dorchester and Orangeburg Counties","SOUTH CAROLINA","US","","No","National Audubon Society, Inc.","On Behalf of Third Party","Retired on behalf of Interface, Inc. 2019 Carbon Neutral Floors Program",
"2018","CAR-1-US-683-25-509-SC-2018-5929-1 to 961","961","12/23/2019","CAR683","Blue Source - Francis Beidler Improved Forest Management Project","Improved Forest Management","Version 3.1","Berkeley, Dorchester and Orangeburg Counties","SOUTH CAROLINA","US","","No","National Audubon Society, Inc.","On Behalf of Third Party","Retired on behalf of Interface, Inc. 2019 Carbon Neutral Floors Program",
"2018","CAR-1-US-683-25-509-SC-2018-5929-962 to 3127","2166","01/22/2020","CAR683","Blue Source - Francis Beidler Improved Forest Management Project","Improved Forest Management","Version 3.1","Berkeley, Dorchester and Orangeburg Counties","SOUTH CAROLINA","US","","No","National Audubon Society, Inc.","On Behalf of Third Party","Retire on Behalf of Cool Effect",
"2018","CAR-1-US-659-26-479-NC-2018-5792-11431 to 11540","110","07/30/2019","CAR659","Blue Source - Pungo River Forest Conservation Project","Avoided Conversion","Version 3.1","Washington County, NC","NORTH CAROLINA","US","","No","The Climate Trust","On Behalf of Third Party","Retired under the OR CO2 standard on behalf of Avangrid-Klamath Generation Peakers True Up",
"2018","CAR-1-US-802-26-493-NC-2018-5796-4458 to 4942","485","07/30/2019","CAR802","Blue Source -Noles South Avoided Conversion Forest Project","Avoided Conversion","Version 3.1","Washington County","NORTH CAROLINA","US","","No","The Climate Trust","On Behalf of Third Party","Retired under the OR CO2 standard on behalf of Avangrid- Klamath Generation Peakers True Up",
"2018","CAR-1-US-1247-37-234-MT-2018-5843-1 to 6467","6467","02/06/2020","CAR1247","Bluesource - Carroll Avoided Grassland Conversion Project","Avoided Grassland Conversion","Version 1.0","Valley County, MT","MONTANA","US","","No","Natural Capital Partners","On Behalf of Third Party","Retirement on behalf of client - FY18",
"2018","CAR-1-US-1247-37-234-MT-2018-5676-1 to 5381","5381","02/06/2019","CAR1247","Bluesource - Carroll Avoided Grassland Conversion Project","Avoided Grassland Conversion","Version 1.0","Valley County, MT","MONTANA","US","","No","Natural Capital Partners","On Behalf of Third Party","Retirement on behalf of client - FY18",
"2018","CAR-1-US-866-34-386-WA-2018-5834-1 to 379","379","04/04/2020","CAR866","Cedar Grove - Maple Valley OWC Composting Project","Organic Waste Composting","Version 1.1","King County","WASHINGTON","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","Retired on behalf of BEF Customers",
"2018","CAR-1-US-866-34-386-WA-2018-5834-1726 to 1732","7","01/18/2021","CAR866","Cedar Grove - Maple Valley OWC Composting Project","Organic Waste Composting","Version 1.1","King County","WASHINGTON","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","The Good Traveler May 2020 :RMI",
"2018","CAR-1-US-866-34-386-WA-2018-5834-1713 to 1725","13","01/18/2021","CAR866","Cedar Grove - Maple Valley OWC Composting Project","Organic Waste Composting","Version 1.1","King County","WASHINGTON","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","On Behalf The Good Traveler April 2020 :RMI",
"2018","CAR-1-US-866-34-386-WA-2018-5834-1733 to 1737","5","01/18/2021","CAR866","Cedar Grove - Maple Valley OWC Composting Project","Organic Waste Composting","Version 1.1","King County","WASHINGTON","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","The Good Traveler June 2020 :RMI",
"2018","CAR-1-US-866-34-386-WA-2018-5834-1738 to 1748","11","01/18/2021","CAR866","Cedar Grove - Maple Valley OWC Composting Project","Organic Waste Composting","Version 1.1","King County","WASHINGTON","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","The Good Traveler July 2020 :RMI",
"2018","CAR-1-US-866-34-386-WA-2018-5834-1749 to 1752","4","01/18/2021","CAR866","Cedar Grove - Maple Valley OWC Composting Project","Organic Waste Composting","Version 1.1","King County","WASHINGTON","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","The Good Traveler August 2020 :RMI",
"2018","CAR-1-US-866-34-386-WA-2018-5834-1753 to 1762","10","01/18/2021","CAR866","Cedar Grove - Maple Valley OWC Composting Project","Organic Waste Composting","Version 1.1","King County","WASHINGTON","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","The Good Traveler:September 2020",
"2018","CAR-1-US-866-34-386-WA-2018-5834-1763 to 1775","13","01/18/2021","CAR866","Cedar Grove - Maple Valley OWC Composting Project","Organic Waste Composting","Version 1.1","King County","WASHINGTON","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","The Good Traveler:October 2020",
"2018","CAR-1-US-866-34-386-WA-2018-5834-1776 to 1777","2","01/18/2021","CAR866","Cedar Grove - Maple Valley OWC Composting Project","Organic Waste Composting","Version 1.1","King County","WASHINGTON","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","The Good Traveler:Nov1 -Nov 16th 2020",
"2018","CAR-1-US-866-34-386-WA-2018-5834-1778 to 2672","895","03/01/2021","CAR866","Cedar Grove - Maple Valley OWC Composting Project","Organic Waste Composting","Version 1.1","King County","WASHINGTON","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","On Behalf of Avocado Green Mattress for Climate Neutral Certification",
"2018","CAR-1-US-866-34-386-WA-2018-5834-1673 to 1712","40","01/18/2021","CAR866","Cedar Grove - Maple Valley OWC Composting Project","Organic Waste Composting","Version 1.1","King County","WASHINGTON","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","The Good Traveler March 2020 :RMI",
"2018","CAR-1-US-866-34-386-WA-2018-5834-380 to 1672","1293","04/06/2020","CAR866","Cedar Grove - Maple Valley OWC Composting Project","Organic Waste Composting","Version 1.1","King County","WASHINGTON","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","Klean Kanteen for Climate Neutral Certification",
"2018","CAR-1-US-545-4-357-TX-2018-6103-1 to 118794","118794","11/02/2020","CAR545","City of Garland Landfill Carbon Project","Landfill Gas Capture/Combustion","Version 2.1","3175 Elm Grove, Rowlett, Texas","TEXAS","US","","No","Garland Power & Light","On Behalf of Third Party","On behalf of Third Party",
"2018","CAR-1-US-545-4-357-TX-2018-5757-1 to 108714","108714","11/28/2019","CAR545","City of Garland Landfill Carbon Project","Landfill Gas Capture/Combustion","Version 2.1","3175 Elm Grove, Rowlett, Texas","TEXAS","US","","No","Garland Power & Light","On Behalf of Third Party","",
"2018","CAR-1-US-887-4-664-GA-2018-5832-1 to 48436","48436","01/18/2020","CAR887","City of Thomasville MSW Landfill","Landfill Gas Capture/Combustion","Version 3.0","Thomas County, GA","GEORGIA","US","","No","Element Markets Emissions, LLC","On Behalf of Third Party","",
"2018","CAR-1-MX-1285-42-938-PU-2018-5743-40 to 182","143","12/03/2020","CAR1285","Conservación y Captura de Carbono Co2ltzingo","Forestry - MX","Version 1.5","Santiago Coltzingo","PUEBLA","MX","","No","EJIDO SANTIAGO COLTZINGO","Environmental Benefit","retirement of credits on behalf of CoolEffect.inc for Octuber  2019 from CAR1285",
"2018","CAR-1-MX-1285-42-938-PU-2018-5743-1 to 11","11","03/18/2020","CAR1285","Conservación y Captura de Carbono Co2ltzingo","Forestry - MX","Version 1.5","Santiago Coltzingo","PUEBLA","MX","","No","EJIDO SANTIAGO COLTZINGO","Environmental Benefit","retirement of credits on behalf of cooleffect.inc for january 2020 from car1285",
"2018","CAR-1-MX-1285-42-938-PU-2018-5736-1 to 561","561","10/09/2019","CAR1285","Conservación y Captura de Carbono Co2ltzingo","Forestry - MX","Version 1.5","Santiago Coltzingo","PUEBLA","MX","","No","EJIDO SANTIAGO COLTZINGO","Environmental Benefit","CoolEffect Inc.",
"2018","CAR-1-MX-1285-42-938-PU-2018-6021-1376 to 1705","330","10/09/2020","CAR1285","Conservación y Captura de Carbono Co2ltzingo","Forestry - MX","Version 1.5","Santiago Coltzingo","PUEBLA","MX","","No","EJIDO SANTIAGO COLTZINGO","Environmental Benefit","retirement of credits on behalf of CoolEffect.inc for august  2020 from car 1285",
"2018","CAR-1-MX-1285-42-938-PU-2018-5743-12 to 39","28","03/18/2020","CAR1285","Conservación y Captura de Carbono Co2ltzingo","Forestry - MX","Version 1.5","Santiago Coltzingo","PUEBLA","MX","","No","EJIDO SANTIAGO COLTZINGO","Environmental Benefit","retirement of credits on behalf of cooleffect.inc for february 2020 from car1285",
"2018","CAR-1-MX-1285-42-938-PU-2018-6021-1 to 799","799","08/19/2020","CAR1285","Conservación y Captura de Carbono Co2ltzingo","Forestry - MX","Version 1.5","Santiago Coltzingo","PUEBLA","MX","","No","EJIDO SANTIAGO COLTZINGO","Environmental Benefit","retirement of credits on behalf of CoolEffect.inc for June 2019 from car1285",
"2018","CAR-1-MX-1285-42-938-PU-2018-5736-562 to 1919","1358","03/18/2020","CAR1285","Conservación y Captura de Carbono Co2ltzingo","Forestry - MX","Version 1.5","Santiago Coltzingo","PUEBLA","MX","","No","EJIDO SANTIAGO COLTZINGO","Environmental Benefit","retirement of credits on behalf of cooleffect.inc for january 2020 from car1285",
"2018","CAR-1-MX-1285-42-938-PU-2018-6021-1706 to 1751","46","12/03/2020","CAR1285","Conservación y Captura de Carbono Co2ltzingo","Forestry - MX","Version 1.5","Santiago Coltzingo","PUEBLA","MX","","No","EJIDO SANTIAGO COLTZINGO","Environmental Benefit","retirement of credits on behalf of CoolEffect.inc for Octuber 2019 from CAR 1285",
"2018","CAR-1-MX-1285-42-938-PU-2018-6021-800 to 1375","576","10/09/2020","CAR1285","Conservación y Captura de Carbono Co2ltzingo","Forestry - MX","Version 1.5","Santiago Coltzingo","PUEBLA","MX","","No","EJIDO SANTIAGO COLTZINGO","Environmental Benefit","retirement of credits on behalf of CoolEffect.inc for july 2020 from car 1285",
"2018","CAR-1-US-473-4-963-UT-2018-5893-88904 to 89155","252","12/23/2020","CAR473","Davis Landfill Gas Offset Project","Landfill Gas Capture/Combustion","Version 5.0","Layton, Utah","UTAH","US","","No","The Climate Trust","On Behalf of Third Party","Retired on behalf of The Climate Trust's 2020 emissions",
"2018","CAR-1-US-473-4-963-UT-2018-5893-65001 to 88903","23903","07/20/2020","CAR473","Davis Landfill Gas Offset Project","Landfill Gas Capture/Combustion","Version 5.0","Layton, Utah","UTAH","US","","No","The Climate Trust","Retail Program Requirements","Retired on behalf of NWN's Smart Energy program customers",
"2018","CAR-1-US-473-4-963-UT-2018-5893-1 to 65000","65000","12/24/2019","CAR473","Davis Landfill Gas Offset Project","Landfill Gas Capture/Combustion","Version 5.0","Layton, Utah","UTAH","US","","No","The Climate Trust","Retail Program Requirements","Retired on behalf of NWN's Smart Energy program customers",
"2018","CAR-1-US-639-30-449-TX-2018-5664-1 to 226774","226774","04/26/2019","CAR639","El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project","Nitric Acid N2O- Secondary Catalyst","Version 2.1","Chambers County; near Baytown","TEXAS","US","","No","LSB Industries, Inc.","On Behalf of Third Party","",
"2018","CAR-1-US-639-30-449-TX-2018-5778-1 to 132510","132510","10/25/2019","CAR639","El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project","Nitric Acid N2O- Secondary Catalyst","Version 2.1","Chambers County; near Baytown","TEXAS","US","","No","LSB Industries, Inc.","On Behalf of Third Party","",
"2018","CAR-1-US-639-30-449-TX-2018-5569-1 to 335746","335746","12/14/2018","CAR639","El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project","Nitric Acid N2O- Secondary Catalyst","Version 2.1","Chambers County; near Baytown","TEXAS","US","","No","LSB Industries, Inc.","On Behalf of Third Party","",
"2018","CAR-1-US-444-4-869-OH-2018-5829-14 to 4513","4500","04/20/2020","CAR444","Erie County Landfill","Landfill Gas Capture/Combustion","Version 5.0","Milan","OHIO","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","Retired on behalf of Peak Design for Climate Neutral Certification",
"2018","CAR-1-US-444-4-869-OH-2018-5666-1 to 21349","21349","01/13/2020","CAR444","Erie County Landfill","Landfill Gas Capture/Combustion","Version 3.0","Milan","OHIO","US","","No","The Newhall Land and Farming Company, LLC","Compliance Requirements","GHG Mitigation",
"2018","CAR-1-US-444-4-869-OH-2018-5829-1 to 13","13","04/04/2020","CAR444","Erie County Landfill","Landfill Gas Capture/Combustion","Version 5.0","Milan","OHIO","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","Retired on behalf of BEF Customers",
"2018","CAR-1-US-444-4-869-OH-2018-5829-7426 to 9196","1771","04/06/2020","CAR444","Erie County Landfill","Landfill Gas Capture/Combustion","Version 5.0","Milan","OHIO","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","Exelon Const Ohio Prgram Oct-Dec2019",
"2018","CAR-1-US-996-5-212-OR-2018-5798-1 to 19568","19568","07/19/2019","CAR996","Farm Power Misty Meadow Anaerobic Digester","Livestock Gas Capture/Combustion","Version 3.0","Tillamook County","OREGON","US","","No","The Climate Trust","Retail Program Requirements","Retired on behalf of NWN's Smart Energy program customers",
"2018","CAR-1-US-416-5-874-WA-2018-5749-1 to 752","752","05/08/2019","CAR416","Farm Power Rexville Regional Digester","Livestock Gas Capture/Combustion","Version 2.0","Mount Vernon","WASHINGTON","US","","No","The Climate Trust","Retail Program Requirements","Retired on behalf of NWN's Smart Energy program customers",
